Filename,site,Prefix,N_column,S_column,Start_year,End_year,N_years,p_val_ttest,p_val_slope,std_N,std_S,Mean,Slope,R2
cana223.rwl.csv,CANA223,A9812,A9812N,A9812S,1901,1997,97,0.001964962,0.003884045,0.255355959,0.372706331,1.388421544,0.007898876,0.084440705
cana223.rwl.csv,CANA223,A9814,A9814N,A9814S,1927,1997,71,6.34E-14,1.53E-06,0.219206767,0.225754417,2.017574429,0.025303179,0.28626424
cana224.rwl.csv,CANA224,R9801,R9801N,R9801S,1901,1997,97,6.36E-08,0.003268798,0.311642087,0.323730078,0.89865364,0.00205017,0.087475298
cana224.rwl.csv,CANA224,R9815,R9815N,R9815S,1901,1997,97,0.781589318,1.26E-07,0.148434066,0.187184871,0.99785393,-0.00537519,0.255865139
cana224.rwl.csv,CANA224,R9817,R9817N,R9817S,1901,1939,39,6.32E-05,0.021559839,0.280382138,0.448289901,2.105710163,0.049809924,0.141893469
cana224.rwl.csv,CANA224,R9851,R9851N,R9851S,1901,1997,97,0.819738504,1.38E-07,0.134698902,0.115005169,1.019087465,0.002652808,0.254472581
cana225.rwl.csv,CANA225,M9805,M9805N,M9805S,1901,1997,97,2.41E-05,2.74E-15,0.264579166,0.189679939,1.429151557,0.019207053,0.483458203
cana225.rwl.csv,CANA225,M9811,M9811N,M9811S,1901,1997,97,1.13E-28,0.000260013,0.158793169,0.121073822,0.64005672,-0.002431539,0.131629942
cana225b.rwl.csv,CANA225B,MB9811,MB9811N,MB9811S,1901,1996,96,0.493167686,1.13E-05,0.088589913,0.088544953,0.997355913,-0.00107083,0.186357219
cana225e.rwl.csv,CANA225E,M9811,M9811N,M9811S,1901,1997,97,2.48E-30,0.01487496,0.14823728,0.091426505,0.611983854,-0.001661055,0.060832649
cana225l.rwl.csv,CANA225L,M9811,M9811N,M9811S,1901,1997,97,0.000704881,0.033709317,0.045933661,0.056842007,0.893888365,-0.005745014,0.046596162
cana226.rwl.csv,CANA226,E9813,E9813N,E9813S,1901,1997,97,3.89E-32,7.80E-07,0.39313293,0.511257966,1.551229065,0.0067229,0.227597391
cana226.rwl.csv,CANA226,E9815,E9815N,E9815S,1901,1997,97,0.195414771,1.48E-14,0.388659334,0.761575347,1.025236699,-0.01233079,0.464988642
cana226e.rwl.csv,CANA226E,E9813,E9813N,E9813S,1901,1997,97,2.07E-29,8.21E-06,0.315987753,0.396168668,1.511469652,0.006542977,0.189764927
cana226l.rwl.csv,CANA226L,E9813,E9813N,E9813S,1901,1997,97,2.85E-23,0.000488981,0.093381262,0.135737849,1.787248127,0.007922833,0.120708472
cana228.rwl.csv,CANA228,Y9816,Y9816N,Y9816S,1901,1997,97,5.12E-05,0.006263464,0.298065509,0.268391193,0.918527667,-0.002462551,0.076028843
cana229.rwl.csv,CANA229,O9806,O9806N,O9806S,1901,1997,97,0.246593339,0.002376541,0.432349993,0.380437193,1.082466143,0.002786199,0.09308016
cana229.rwl.csv,CANA229,O9809,O9809N,O9809S,1901,1997,97,0.243934765,0.000185454,0.520195566,0.614504293,1.038004147,0.002559395,0.137440245
cana229.rwl.csv,CANA229,O9812,O9812N,O9812S,1901,1997,97,5.03E-07,0.012728304,0.403528669,0.335397354,0.93442441,-0.001274669,0.06356417
cana229.rwl.csv,CANA229,O9815,O9815N,O9815S,1901,1997,97,2.09E-15,0.04538169,0.578778505,0.481320521,0.879483921,0.000897211,0.041488004
cana230.rwl.csv,CANA230,K9801,K9801N,K9801S,1901,1996,96,0.669649621,0.047245367,0.246503176,0.235876027,1.011665164,-0.001559351,0.041227626
cana230.rwl.csv,CANA230,K9805,K9805N,K9805S,1901,1997,97,2.57E-09,0.01073607,0.275962156,0.334493803,1.177817727,0.002346009,0.066551835
cana230b.rwl.csv,CANA230B,KB9801,KB9801N,KB9801S,1901,1996,96,0.370133126,1.75E-14,0.103927087,0.073744776,1.018120976,-0.002732797,0.466660463
cana230b.rwl.csv,CANA230B,KB9805,KB9805N,KB9805S,1901,1996,96,0.700987339,7.80E-16,0.106209599,0.084367522,1.003018654,0.002638634,0.500482387
cana230b.rwl.csv,CANA230B,KB9807,KB9807N,KB9807S,1901,1996,96,5.79E-19,7.63E-06,0.08852681,0.105241389,1.110138677,-0.001522375,0.192803435
cana230e.rwl.csv,CANA230E,K9805,K9805N,K9805S,1901,1997,97,6.47E-10,0.002685791,0.246670657,0.301025238,1.228355856,0.003509728,0.090930143
cana231.rwl.csv,CANA231,P9805,P9805N,P9805S,1901,1997,97,1.43E-39,6.60E-12,0.188978933,0.115746716,0.43093963,-0.003947517,0.392715733
cana232.rwl.csv,CANA232,Q9803,Q9803N,Q9803S,1901,1997,97,0.448611105,0.000803299,0.835554,0.692889132,1.032324809,0.002668752,0.112073343
cana232.rwl.csv,CANA232,Q9818,Q9818N,Q9818S,1901,1997,97,0.001243451,9.93E-06,0.811018829,0.861012849,1.133078273,-0.005067159,0.186644286
cana234.rwl.csv,CANA234,B9811,B9811N,B9811S,1901,1948,48,0.050090749,5.55E-07,0.065556808,0.046339405,0.970832063,-0.008720968,0.423355498
cana234e.rwl.csv,CANA234E,B9811,B9811N,B9811S,1901,1948,48,0.003649537,9.94E-08,0.056408072,0.039328923,0.930955358,-0.01164437,0.463911641
cana235.rwl.csv,CANA235,D9816,D9816N,D9816S,1901,1997,97,0.194768734,3.60E-15,0.422164723,0.433805474,1.069802783,0.006841507,0.480516946
cana235.rwl.csv,CANA235,D9820,D9820N,D9820S,1901,1990,90,0.164462292,0.00598579,0.169138524,0.177149051,1.022471007,0.00128736,0.082711318
cana236.rwl.csv,CANA236,G9801,G9801N,G9801S,1901,1997,97,2.73E-15,5.71E-07,0.478934057,0.293829271,0.791992226,0.003640987,0.232493615
cana237.rwl.csv,CANA237,V9808,V9808N,V9808S,1901,1997,97,2.75E-12,1.17E-07,0.303441918,0.369928483,1.130517733,-0.002953488,0.256928668
cana237.rwl.csv,CANA237,V9822,V9822N,V9822S,1901,1947,47,0.006844453,1.29E-10,0.15154981,0.27646724,1.126073947,-0.020033958,0.604533037
cana237e.rwl.csv,CANA237E,V9822,V9822N,V9822S,1901,1947,47,0.03389213,2.17E-09,0.137994087,0.264054875,1.101256164,-0.022204494,0.552578684
cana237l.rwl.csv,CANA237L,V9822,V9822N,V9822S,1901,1947,47,0.002505313,0.001969785,0.041797052,0.048822395,1.233960107,-0.011805222,0.193593556
cana238.rwl.csv,CANA238,C9825,C9825N,C9825S,1901,1997,97,2.09E-19,5.19E-06,0.289558669,0.525313235,1.550906239,0.007811846,0.197252747
cana238e.rwl.csv,CANA238E,C9825,C9825N,C9825S,1901,1997,97,1.27E-17,3.30E-07,0.26008218,0.37300886,1.510481529,0.009942043,0.241033763
cana239.rwl.csv,CANA239,H9801,H9801N,H9801S,1901,1997,97,0.099790128,9.40E-07,0.230505964,0.365496852,1.110871676,-0.006662342,0.224646781
cana239.rwl.csv,CANA239,H9808,H9808N,H9808S,1901,1997,97,6.39E-19,0.010320511,0.304683722,0.181997537,0.796875678,0.002427467,0.067245245
cana239.rwl.csv,CANA239,H9814,H9814N,H9814S,1901,1997,97,1.03E-09,7.97E-05,0.308974625,0.332801112,0.821395257,-0.003941008,0.151858656
cana239.rwl.csv,CANA239,H9816,H9816N,H9816S,1901,1997,97,0.139799498,4.74E-25,0.130805424,0.176145521,0.967836029,-0.008116182,0.677094705
cana239.rwl.csv,CANA239,H9817,H9817N,H9817S,1901,1997,97,1.48E-22,6.49E-09,0.357521682,0.123564563,0.618556712,0.003973002,0.299782972
cana240.rwl.csv,CANA240,T9807,T9807N,T9807S,1901,1997,97,0.59608878,9.24E-08,0.280522016,0.283120963,0.998175711,-0.000911984,0.260530337
cana240.rwl.csv,CANA240,T9812,T9812N,T9812S,1911,1997,87,2.87E-18,0.000539031,0.396006164,0.419519413,1.104076959,0.001118593,0.132127219
cana241.rwl.csv,CANA241,Z9806,Z9806N,Z9806S,1901,1997,97,0.001194791,6.08E-19,1.441845757,1.070397077,1.586536774,-0.028778171,0.566606892
cana241.rwl.csv,CANA241,Z9811,Z9811N,Z9811S,1919,1997,79,2.04E-30,3.35E-05,1.121145721,0.489163052,0.374822773,-0.003715275,0.201440842
cana242.rwl.csv,CANA242,L9825,L9825N,L9825S,1901,1997,97,5.11E-05,0.000550747,0.365929227,0.281327837,1.147367632,0.003748177,0.118643146
cana308.rwl.csv,CANA308,GP402,GP402N,GP402S,1901,1993,93,2.67E-10,3.55E-08,0.349086499,0.373228902,1.42612408,0.0141601,0.287797666
cana317.rwl.csv,CANA317,LC7,LC7N,LC7S,1901,1991,91,0.605216014,2.16E-18,0.308112746,0.362655692,1.021889985,0.014393861,0.578716367
cana319.rwl.csv,CANA319,EF31,EF31N,EF31S,1901,1993,93,6.88E-10,1.96E-08,0.03303411,0.030999348,1.326723255,-0.008049271,0.294156153
cana319.rwl.csv,CANA319,EF49,EF49N,EF49S,1901,1993,93,0.30640076,0.000393817,0.09197792,0.086018811,1.007696083,0.003512589,0.1295874
cana320.rwl.csv,CANA320,61,61N,61S,1901,1994,94,4.34E-10,0.034041541,0.075048308,0.048007111,0.852531304,0.001899246,0.047911991
cana320.rwl.csv,CANA320,64,64N,64S,1901,1989,89,3.78E-07,0.006896449,0.058951359,0.069763926,1.297079124,-0.005603476,0.080922886
cana320.rwl.csv,CANA320,PT8,PT8N,PT8S,1901,1955,55,0.173464002,2.25E-06,0.054599349,0.088032401,0.944589757,-0.013901076,0.346789787
cana323.rwl.csv,CANA323,AP19,AP19N,AP19S,1901,1986,86,0.00723277,8.83E-06,0.168032185,0.119503075,1.38144536,0.011689521,0.210596054
cana323.rwl.csv,CANA323,AP22,AP22N,AP22S,1901,1986,86,7.39E-19,0.000103823,0.187442321,0.194306829,1.480828125,0.008046067,0.165072464
cana323.rwl.csv,CANA323,AP25,AP25N,AP25S,1901,1986,86,9.08E-38,0.019578353,0.106878928,0.060364148,0.398663871,0.00147813,0.06317188
cana323.rwl.csv,CANA323,NB12,NB12N,NB12S,1901,1986,86,1.06E-12,5.45E-08,0.11662285,0.107639008,1.297350688,-0.007065813,0.297998576
cana323.rwl.csv,CANA323,NB13,NB13N,NB13S,1901,1986,86,0.015652738,3.09E-14,0.076338938,0.127255358,1.077096092,-0.008056651,0.498680353
cana351.rwl.csv,CANA351,B8225,B8225N,B8225S,1901,1981,81,1.13E-31,0.000441488,0.088668825,0.091739365,1.531920809,-0.005759787,0.145536505
cana351.rwl.csv,CANA351,B8648,B8648N,B8648S,1901,1985,85,2.65E-16,5.10E-27,0.150439412,0.220951469,0.623305654,0.011876966,0.754231647
cana351.rwl.csv,CANA351,B9717,B9717N,B9717S,1901,1995,95,1.90E-12,1.50E-05,0.205961165,0.134051957,0.730146475,-0.004774946,0.183339903
cana351.rwl.csv,CANA351,B9722,B9722N,B9722S,1901,1996,96,0.060119006,0.001318885,0.101140231,0.149324179,1.07392081,-0.003482038,0.10445567
cana352.rwl.csv,CANA352,FG415,FG415N,FG415S,1901,1993,93,3.99E-42,4.84E-06,0.359841629,0.205725719,0.347970357,0.003019414,0.206180059
cana353.rwl.csv,CANA353,Y0024,Y0024N,Y0024S,1901,1999,99,0.003433171,4.87E-07,0.138765302,0.102021671,0.968820107,0.004074744,0.230724581
cana353.rwl.csv,CANA353,Y0037,Y0037N,Y0037S,1901,1998,98,5.12E-05,5.70E-09,0.188899473,0.223013701,1.208855946,0.00889475,0.299020335
cana354.rwl.csv,CANA354,L0003,L0003N,L0003S,1901,1999,99,7.30E-22,2.19E-06,0.198615085,0.118942316,0.596167805,0.004344071,0.207300773
cana354.rwl.csv,CANA354,L0006,L0006N,L0006S,1901,1991,91,2.69E-18,0.001966119,0.135144572,0.197711041,1.791841047,-0.0084799,0.10259815
cana354.rwl.csv,CANA354,L0008,L0008N,L0008S,1901,1999,99,8.48E-13,4.88E-06,0.194342003,0.208608354,1.292837773,0.005102677,0.194563396
cana354.rwl.csv,CANA354,L9934,L9934N,L9934S,1901,1998,98,4.10E-24,0.002019986,0.171260408,0.219100247,1.626571525,-0.006704626,0.094980082
cana354.rwl.csv,CANA354,L9939,L9939N,L9939S,1901,1996,96,1.90E-07,0.024462072,0.215263211,0.187608927,1.624103813,0.013479623,0.052693283
cana354.rwl.csv,CANA354,L9947,L9947N,L9947S,1901,1998,98,1.16E-05,0.018833885,0.098026684,0.107726864,1.183489099,0.003364843,0.056129276
cana354.rwl.csv,CANA354,L9948,L9948N,L9948S,1901,1949,49,0.000153258,0.003823965,0.053534297,0.077318555,1.434654288,0.037878797,0.164617341
cana354.rwl.csv,CANA354,YLL11,YLL11N,YLL11S,1901,2001,101,4.87E-15,2.14E-14,0.231010411,0.311971669,1.295797569,0.008266251,0.447193102
cana354.rwl.csv,CANA354,YLL13,YLL13N,YLL13S,1901,1933,33,0.187409907,0.008297702,0.14518494,0.085769776,0.995851197,-0.014094631,0.204161852
cana354.rwl.csv,CANA354,YLL14,YLL14N,YLL14S,1901,1997,97,0.000308491,6.13E-12,0.28505024,0.206839312,1.284293678,0.008210136,0.393647617
cana354.rwl.csv,CANA354,YLL20,YLL20N,YLL20S,1901,2001,101,1.98E-27,3.40E-05,0.126346925,0.170155633,1.58066942,0.006521109,0.161525961
cana354.rwl.csv,CANA354,YLL22,YLL22N,YLL22S,1901,2001,101,0.056868158,3.15E-05,0.174336979,0.111493444,1.640685457,0.02356473,0.165884916
cana354.rwl.csv,CANA354,YLL23,YLL23N,YLL23S,1901,2001,101,0.689441092,0.005823268,0.218929742,0.288840126,0.962648011,-0.002637095,0.074291999
cana356.rwl.csv,CANA356,N9315,N9315N,N9315S,1901,1992,92,0.045590371,0.000569501,0.281261131,0.121151654,1.181374977,0.009043896,0.124228636
cana356.rwl.csv,CANA356,N0004,N0004N,N0004S,1901,1936,36,2.78E-16,0.01301176,0.067863074,0.155265372,2.070280296,0.01527363,0.168099311
cana356.rwl.csv,CANA356,N0009,N0009N,N0009S,1901,1999,99,0.047433779,1.81E-13,0.07844904,0.090600219,1.140383524,0.010230168,0.429684972
cana356.rwl.csv,CANA356,N0018,N0018N,N0018S,1901,1971,71,0.000701472,5.82E-22,0.096995704,0.23457061,1.368020032,-0.0341378,0.741644291
cana356.rwl.csv,CANA356,N0019,N0019N,N0019S,1901,1972,72,4.40E-17,1.89E-16,0.093735534,0.061557714,2.159451823,0.043891222,0.622297472
cana357.rwl.csv,CANA357,S9876,S9876N,S9876S,1901,1942,42,0.007161053,1.25E-05,0.035517225,0.058747699,0.868130888,-0.019142496,0.383116499
cana357.rwl.csv,CANA357,S9881,S9881N,S9881S,1901,1997,97,7.96E-17,0.001164401,0.085638665,0.072118549,0.757094684,-0.002777343,0.105589813
cana360.rwl.csv,CANA360,Y4Q22,Y4Q22N,Y4Q22S,1901,2001,101,0.010611276,2.23E-05,0.536541846,0.609467189,0.960062553,0.004620968,0.166845744
cana360.rwl.csv,CANA360,Y4Q30,Y4Q30N,Y4Q30S,1901,1936,36,0.461310138,9.37E-05,0.212632808,0.271645772,0.972866609,-0.010897545,0.365663187
cana363.rwl.csv,CANA363,Y4U01,Y4U01N,Y4U01S,1901,2003,103,4.13E-30,1.10E-07,0.346013266,0.376520232,1.797727785,0.010192069,0.244527971
cana363.rwl.csv,CANA363,Y4U20,Y4U20N,Y4U20S,1901,2003,103,8.48E-11,8.16E-11,0.242454339,0.400454287,1.187132159,-0.004460255,0.342958666
cana363.rwl.csv,CANA363,Y4U22,Y4U22N,Y4U22S,1901,1981,81,1.28E-07,0.002409686,0.185469884,0.222673472,1.105352067,-0.002625057,0.110671713
cana364.rwl.csv,CANA364,YY301,YY301N,YY301S,1901,1990,90,0.00011687,6.25E-07,0.300563463,0.222263247,1.625686841,0.013477651,0.247054586
cana364.rwl.csv,CANA364,YY307,YY307N,YY307S,1901,1917,17,0.07459298,0.001382555,0.032879012,0.040810538,0.899197603,0.042800065,0.505206907
cana364.rwl.csv,CANA364,YY313,YY313N,YY313S,1901,2002,102,0.006790687,8.24E-15,0.118346508,0.25663719,1.078670552,-0.01052174,0.454272648
cana364.rwl.csv,CANA364,YY328,YY328N,YY328S,1901,1972,72,4.35E-06,2.64E-12,0.15700393,0.141314852,1.411612999,0.018173547,0.505327949
cana364.rwl.csv,CANA364,YY332,YY332N,YY332S,1901,2002,102,1.85E-05,2.00E-11,0.267924352,0.309155277,1.176389505,0.00576536,0.363565972
cana364.rwl.csv,CANA364,YY333,YY333N,YY333S,1901,2002,102,4.08E-26,2.38E-08,0.170118814,0.067280262,0.457416876,0.004121154,0.268804421
cana365.rwl.csv,CANA365,D0000,D0000N,D0000S,1901,1963,63,1.76E-06,9.90E-06,0.072493597,0.140187251,1.139547194,0.006819781,0.27582454
cana365.rwl.csv,CANA365,D0002,D0002N,D0002S,1901,1999,99,5.83E-06,1.49E-05,0.186870251,0.150268515,0.955011494,0.002566244,0.176547875
cana365.rwl.csv,CANA365,D0009,D0009N,D0009S,1901,1999,99,5.29E-30,0.025031067,0.120124966,0.0743264,0.735625553,0.000914782,0.050706109
cana365.rwl.csv,CANA365,D0013,D0013N,D0013S,1901,1999,99,8.42E-43,1.52E-07,0.146851606,0.067342009,0.485285141,0.001982807,0.248429374
cana365.rwl.csv,CANA365,D0015,D0015N,D0015S,1901,1999,99,2.36E-05,1.06E-15,0.183340843,0.132595342,1.456191121,0.022739878,0.486431705
cana365.rwl.csv,CANA365,D0020,D0020N,D0020S,1901,1999,99,0.04967653,3.30E-14,0.16096066,0.209109644,1.015021241,-0.005801174,0.449071703
cana365.rwl.csv,CANA365,D0022,D0022N,D0022S,1901,1999,99,2.48E-12,6.15E-10,0.112039927,0.191892472,1.300640329,-0.007725621,0.327348081
cana366.rwl.csv,CANA366,YG425,YG425N,YG425S,1910,2003,94,0.267331696,4.91E-18,0.252390458,0.324671603,0.937754708,-0.011919047,0.558886985
cana366.rwl.csv,CANA366,YG423,YG423N,YG423S,1901,2003,103,0.33557706,2.66E-24,0.252271986,0.235604,1.109378794,0.010418514,0.642635101
cana366.rwl.csv,CANA366,YG414,YG414N,YG414S,1901,2002,102,0.008092243,4.59E-12,0.192689074,0.155647204,0.986434078,0.005480155,0.381754681
cana366.rwl.csv,CANA366,YG444,YG444N,YG444S,1901,2003,103,2.47E-05,1.53E-08,0.359162884,0.350592931,1.217509228,-0.008219448,0.272762484
cana366.rwl.csv,CANA366,YG443,YG443N,YG443S,1930,2003,74,0.905811164,9.61E-16,0.267660758,0.194339438,1.084778063,0.010689565,0.594130657
cana367.rwl.csv,CANA367,YO303,YO303N,YO303S,1931,2002,72,0.092802038,0.000202783,0.254167954,0.281041184,1.084322694,-0.005581893,0.180127127
cana367.rwl.csv,CANA367,YO311,YO311N,YO311S,1905,2002,98,0.871629117,0.002218404,0.167974881,0.222722966,0.997819447,-0.003700779,0.093350222
cana367.rwl.csv,CANA367,YO313,YO313N,YO313S,1946,2002,57,0.004457509,3.49E-06,0.320188881,0.257931146,0.918031986,-0.010507141,0.326208124
cana367.rwl.csv,CANA367,YO322,YO322N,YO322S,1945,2002,58,0.967819633,3.23E-08,0.184986326,0.315560165,1.070012876,0.020494565,0.423297489
cana367.rwl.csv,CANA367,YO330,YO330N,YO330S,1901,2002,102,4.16E-14,2.58E-05,0.264089133,0.247362179,0.723412725,0.004489487,0.162964895
cana367.rwl.csv,CANA367,YO333,YO333N,YO333S,1926,2002,77,9.71E-14,8.56E-06,0.292068846,0.214973012,0.723890303,-0.005242399,0.233430113
cana367.rwl.csv,CANA367,YO350,YO350N,YO350S,1901,2002,102,3.68E-13,0.003850128,0.123643917,0.138025885,1.420800176,-0.004593235,0.080520519
cana367.rwl.csv,CANA367,YO351,YO351N,YO351S,1901,1997,97,5.43E-08,1.12E-13,0.101192465,0.138051916,1.259544591,0.00888881,0.442038129
cana367.rwl.csv,CANA367,YO363,YO363N,YO363S,1909,2002,94,0.001952434,2.24E-08,0.257265952,0.162171014,1.008041383,0.008693093,0.289482849
cana367.rwl.csv,CANA367,YO383,YO383N,YO383S,1901,2002,102,8.18E-06,0.037675084,0.105129185,0.110544344,1.313959703,-0.003871044,0.042483229
cana367.rwl.csv,CANA367,YO391,YO391N,YO391S,1901,2002,102,2.31E-09,1.62E-14,0.119313302,0.047464924,0.852303649,0.008635311,0.446940523
cana367.rwl.csv,CANA367,YO392,YO392N,YO392S,1901,2002,102,7.77E-09,2.33E-23,0.08152628,0.233282556,1.511957934,-0.020834223,0.630699616
cana367.rwl.csv,CANA367,YO395,YO395N,YO395S,1901,1939,39,2.42E-19,0.034450995,0.257993817,0.135069832,0.377553273,-0.00304688,0.115291346
cana368.rwl.csv,CANA368,YI342,YI342N,YI342S,1901,2002,102,7.79E-09,4.65E-17,0.112831996,0.209226696,1.221848019,-0.009339923,0.507431618
cana368.rwl.csv,CANA368,YI346,YI346N,YI346S,1901,2002,102,1.51E-11,0.000482237,0.083951915,0.075081738,1.411091357,0.005719674,0.115237185
cana369.rwl.csv,CANA369,YW323,YW323N,YW323S,1901,1970,70,5.69E-20,0.006043008,0.304463823,0.333003354,2.070817337,0.018130741,0.10564717
cana369.rwl.csv,CANA369,YW324,YW324N,YW324S,1901,2000,100,0.000385584,8.65E-10,0.141766145,0.187030705,1.065849713,-0.005130985,0.319985608
cana369.rwl.csv,CANA369,YW334,YW334N,YW334S,1901,2002,102,5.01E-05,3.53E-06,0.075495595,0.077102437,1.461058647,0.022457595,0.194354174
cana372.rwl.csv,CANA372,YJ305,YJ305N,YJ305S,1901,1926,26,3.36E-08,0.02058835,0.037815097,0.036979246,0.675505971,-0.013700915,0.203873449
cana372.rwl.csv,CANA372,YJ308,YJ308N,YJ308S,1901,2002,102,2.97E-07,4.10E-06,0.127205357,0.093022687,0.941183825,0.003163764,0.192015497
cana372.rwl.csv,CANA372,YJ312,YJ312N,YJ312S,1901,2002,102,2.23E-24,5.36E-27,0.035423368,0.108046044,1.798649159,-0.015356908,0.687407165
cana372.rwl.csv,CANA372,YJ315,YJ315N,YJ315S,1901,2002,102,3.08E-20,4.42E-07,0.036430146,0.037757875,0.715828256,-0.004981736,0.226048732
cana372.rwl.csv,CANA372,YJ316,YJ316N,YJ316S,1901,2002,102,0.073779598,0.007936852,0.041338337,0.040988694,1.060471149,0.001861353,0.068377731
cana372.rwl.csv,CANA372,YJ317,YJ317N,YJ317S,1901,2002,102,9.81E-27,1.56E-11,0.333777025,0.126259294,0.346526929,-0.00537473,0.366694267
cana372.rwl.csv,CANA372,YJ322,YJ322N,YJ322S,1901,2002,102,4.04E-22,0.001688502,0.05354228,0.039841001,0.790259339,0.001619938,0.094344949
cana372.rwl.csv,CANA372,YJ323,YJ323N,YJ323S,1901,2002,102,0.010891158,5.91E-05,0.076516012,0.131848635,1.11230235,0.005925126,0.149665297
cana372.rwl.csv,CANA372,YJ324,YJ324N,YJ324S,1901,1964,64,6.93E-12,5.22E-05,0.065989147,0.044513597,0.822948062,0.003974403,0.233620688
cana372.rwl.csv,CANA372,YJ325,YJ325N,YJ325S,1901,2000,100,0.00760287,1.09E-13,0.177699411,0.122497485,1.006788682,0.007151508,0.432251941
cana372.rwl.csv,CANA372,YJ332,YJ332N,YJ332S,1901,2002,102,4.39E-37,0.009739663,0.10550085,0.133512993,1.527021383,0.002532938,0.064946995
cana372.rwl.csv,CANA372,YJ333,YJ333N,YJ333S,1901,2002,102,6.44E-59,2.83E-08,0.03333588,0.073640271,2.422075828,-0.00768724,0.266354471
cana372.rwl.csv,CANA372,YJ338,YJ338N,YJ338S,1901,2002,102,1.86E-06,3.77E-14,0.06796209,0.051182382,1.235239579,0.010227562,0.437610552
cana372.rwl.csv,CANA372,YJ361,YJ361N,YJ361S,1901,2002,102,1.58E-27,9.83E-06,0.22729472,0.094734437,0.510800526,0.003310193,0.178325246
cana372.rwl.csv,CANA372,YJ362,YJ362N,YJ362S,1901,2002,102,0.001123893,2.56E-11,0.046965578,0.090263937,1.148185324,-0.007919958,0.360488678
cana373.rwl.csv,CANA373,LF755,LF755N,LF755S,1901,1986,86,0.004487462,5.12E-11,0.233966336,0.262142519,1.212724477,0.011439452,0.403336807
cana373.rwl.csv,CANA373,LF757,LF757N,LF757S,1901,1986,86,0.152740487,2.15E-10,0.119755108,0.143698508,0.964573026,-0.009264781,0.382926086
cana373.rwl.csv,CANA373,LF759,LF759N,LF759S,1901,1986,86,0.000213883,1.99E-09,0.20493451,0.254732821,0.90977142,-0.004343146,0.350063477
cana374.rwl.csv,CANA374,YF313,YF313N,YF313S,1907,2002,96,8.54E-22,4.33E-16,0.39496931,0.31290129,2.380882306,0.03243388,0.506643476
cana374.rwl.csv,CANA374,YF321,YF321N,YF321S,1921,2002,82,0.350808518,2.47E-13,0.247023728,0.153363588,1.299698791,0.017391047,0.490257228
cana374.rwl.csv,CANA374,YF334,YF334N,YF334S,1922,2002,81,0.210417951,0.01324241,0.130787529,0.117162444,1.031344261,0.003957329,0.075189388
cana374.rwl.csv,CANA374,YF335,YF335N,YF335S,1901,2002,102,0.62230746,1.86E-08,0.310418017,0.289449705,1.050967796,-0.005871901,0.272309351
cana374.rwl.csv,CANA374,YF343,YF343N,YF343S,1901,2002,102,0.009526811,0.005000098,0.11071065,0.164547004,0.914570127,-0.002730697,0.076132261
cana375.rwl.csv,CANA375,YU302,YU302N,YU302S,1901,2002,102,2.23E-19,6.87E-13,0.252099894,0.13486679,0.743306143,0.003468656,0.404464057
cana375.rwl.csv,CANA375,YU303,YU303N,YU303S,1901,2002,102,0.002279417,0.016485882,0.245274172,0.250332917,0.944141053,-0.00127945,0.056151665
cana375.rwl.csv,CANA375,YU304,YU304N,YU304S,1901,2002,102,3.18E-50,2.26E-12,0.15892762,0.196459097,1.669104829,0.006157502,0.390332596
cana375.rwl.csv,CANA375,YU306,YU306N,YU306S,1901,2001,101,1.10E-42,4.43E-18,0.133108942,0.175336275,2.321260161,0.02246786,0.533454285
cana375.rwl.csv,CANA375,YU324,YU324N,YU324S,1901,2002,102,0.010485673,0.031746797,0.478228832,0.402076723,0.98178597,0.001033213,0.045293639
cana375.rwl.csv,CANA375,YU330,YU330N,YU330S,1901,2002,102,1.91E-07,6.06E-08,0.473725223,0.423110592,1.265274526,0.006564075,0.25537459
cana375.rwl.csv,CANA375,YU331,YU331N,YU331S,1901,2002,102,0.866454257,6.33E-11,0.402559513,0.297388225,1.083525113,0.005412572,0.348976844
cana375.rwl.csv,CANA375,YU338,YU338N,YU338S,1901,2002,102,1.26E-21,0.001249878,0.133178489,0.181586055,1.431374076,0.003374422,0.099377113
cana375.rwl.csv,CANA375,YU342,YU342N,YU342S,1905,2001,97,7.23E-05,3.08E-18,0.175438579,0.244759242,0.882392521,-0.005694011,0.551654018
cana376.rwl.csv,CANA376,YR301,YR301N,YR301S,1901,2002,102,1.31E-10,0.000322585,0.482190184,0.543584151,1.09047443,-0.001692485,0.121892341
cana376.rwl.csv,CANA376,YR314,YR314N,YR314S,1901,2002,102,9.15E-16,1.00E-07,0.547277021,0.381069749,0.81135907,0.00339989,0.248031756
cana376.rwl.csv,CANA376,YR322,YR322N,YR322S,1901,2002,102,0.004490273,3.47E-13,0.751010334,0.521212639,1.089263908,0.006534797,0.41243517
cana376.rwl.csv,CANA376,YR334,YR334N,YR334S,1901,2000,100,0.001487753,1.30E-12,0.489479217,0.699087681,1.001327875,-0.006638944,0.403164229
cana376.rwl.csv,CANA376,YR339,YR339N,YR339S,1901,2002,102,2.36E-11,0.003249107,0.535462485,0.735901938,1.178124348,-0.002472216,0.083369854
cana377.rwl.csv,CANA377,V0000,V0000N,V0000S,1901,1999,99,1.81E-08,2.67E-30,0.38568346,0.075149035,0.877544401,-0.012820429,0.742103486
